X,robust_vout,R-open_(Vt shift),R_Short,G-D short,G-S short,D-S short
-0.607,1.86E-06,0.007579538,9.29E-12,1.86E-06,-0.607,1
-0.606,1.89E-06,0.007700368,9.46E-12,1.89E-06,-0.606,1
-0.605,1.92E-06,0.007821198,9.62E-12,1.92E-06,-0.605,1
-0.604,1.96E-06,0.007942029,9.79E-12,1.96E-06,-0.604,1
-0.603,1.99E-06,0.008062859,9.96E-12,1.99E-06,-0.603,1
-0.602,2.02E-06,0.008183689,1.01E-11,2.02E-06,-0.602,1
-0.601,2.06E-06,0.008304519,1.03E-11,2.06E-06,-0.601,1
-0.6,2.09E-06,0.008425349,1.05E-11,2.09E-06,-0.6,1
-0.599,2.12E-06,0.008546179,1.06E-11,2.12E-06,-0.599,1
-0.598,2.16E-06,0.008667009,1.08E-11,2.16E-06,-0.598,1
-0.597,2.19E-06,0.00878784,1.09E-11,2.19E-06,-0.597,1
-0.596,2.22E-06,0.00890867,1.11E-11,2.22E-06,-0.596,1
-0.595,2.26E-06,0.0090295,1.13E-11,2.26E-06,-0.595,1
-0.594,2.29E-06,0.00915033,1.14E-11,2.29E-06,-0.594,1
-0.593,2.32E-06,0.00927116,1.16E-11,2.32E-06,-0.593,1
-0.592,2.35E-06,0.00939199,1.18E-11,2.35E-06,-0.592,1
-0.591,2.39E-06,0.009512821,1.19E-11,2.39E-06,-0.591,1
-0.59,2.42E-06,0.009633651,1.21E-11,2.42E-06,-0.59,1
-0.589,2.45E-06,0.009754481,1.23E-11,2.45E-06,-0.589,1
-0.588,2.49E-06,0.009875311,1.24E-11,2.49E-06,-0.588,1
-0.587,2.52E-06,0.009996141,1.26E-11,2.52E-06,-0.587,1
-0.586,2.55E-06,0.010116971,1.28E-11,2.55E-06,-0.586,1
-0.585,2.59E-06,0.010237801,1.29E-11,2.59E-06,-0.585,1
-0.584,2.62E-06,0.010358632,1.31E-11,2.62E-06,-0.584,1
-0.583,2.65E-06,0.010479462,1.33E-11,2.65E-06,-0.583,1
-0.582,2.68E-06,0.010600292,1.34E-11,2.68E-06,-0.582,1
-0.581,2.72E-06,0.010721122,1.36E-11,2.72E-06,-0.581,1
-0.58,2.75E-06,0.010841952,1.38E-11,2.75E-06,-0.58,1
-0.579,2.78E-06,0.010962782,1.39E-11,2.78E-06,-0.579,1
-0.578,2.82E-06,0.011083613,1.41E-11,2.82E-06,-0.578,1
-0.577,2.85E-06,0.011204443,1.42E-11,2.85E-06,-0.577,1
-0.576,2.88E-06,0.011325273,1.44E-11,2.88E-06,-0.576,1
-0.575,2.92E-06,0.011446103,1.46E-11,2.92E-06,-0.575,1
-0.574,2.95E-06,0.011566933,1.47E-11,2.95E-06,-0.574,1
-0.573,2.98E-06,0.011687763,1.49E-11,2.98E-06,-0.573,1
-0.572,3.01E-06,0.011808593,1.51E-11,3.01E-06,-0.572,1
-0.571,3.05E-06,0.011929424,1.52E-11,3.05E-06,-0.571,1
-0.57,3.08E-06,0.012050254,1.54E-11,3.08E-06,-0.57,1
-0.569,3.11E-06,0.012171084,1.56E-11,3.11E-06,-0.569,1
-0.568,3.15E-06,0.012291914,1.57E-11,3.15E-06,-0.568,1
-0.567,3.18E-06,0.012412744,1.59E-11,3.18E-06,-0.567,1
-0.566,3.21E-06,0.012533574,1.61E-11,3.21E-06,-0.566,1
-0.565,3.25E-06,0.012654405,1.62E-11,3.25E-06,-0.565,1
-0.564,3.28E-06,0.012775235,1.64E-11,3.28E-06,-0.564,1
-0.563,3.31E-06,0.012896065,1.66E-11,3.31E-06,-0.563,1
-0.562,3.34E-06,0.013016895,1.67E-11,3.34E-06,-0.562,1
-0.561,3.38E-06,0.013137725,1.69E-11,3.38E-06,-0.561,1
-0.56,3.41E-06,0.013258555,1.71E-11,3.41E-06,-0.56,1
-0.559,3.56E-06,0.013558581,1.78E-11,3.56E-06,-0.559,1
-0.558,3.70E-06,0.013858606,1.85E-11,3.70E-06,-0.558,1
-0.557,3.85E-06,0.014158632,1.92E-11,3.85E-06,-0.557,1
-0.556,4.00E-06,0.014458657,2.00E-11,4.00E-06,-0.556,1
-0.555,4.14E-06,0.014758683,2.07E-11,4.14E-06,-0.555,1
-0.554,4.29E-06,0.015058708,2.14E-11,4.29E-06,-0.554,1
-0.553,4.43E-06,0.015358734,2.22E-11,4.43E-06,-0.553,1
-0.552,4.58E-06,0.015658759,2.29E-11,4.58E-06,-0.552,1
-0.551,4.73E-06,0.015958785,2.36E-11,4.73E-06,-0.551,1
-0.55,4.87E-06,0.01625881,2.44E-11,4.87E-06,-0.55,1
-0.549,5.02E-06,0.016558836,2.51E-11,5.02E-06,-0.549,1
-0.548,5.17E-06,0.016858861,2.58E-11,5.17E-06,-0.548,1
-0.547,5.31E-06,0.017158887,2.66E-11,5.31E-06,-0.547,1
-0.546,5.46E-06,0.017458913,2.73E-11,5.46E-06,-0.546,1
-0.545,5.60E-06,0.017758938,2.80E-11,5.60E-06,-0.545,1
-0.544,5.75E-06,0.018058964,2.88E-11,5.75E-06,-0.544,1
-0.543,5.90E-06,0.018358989,2.95E-11,5.90E-06,-0.543,1
-0.542,6.04E-06,0.018659015,3.02E-11,6.04E-06,-0.542,1
-0.541,6.19E-06,0.01895904,3.10E-11,6.19E-06,-0.541,1
-0.54,6.34E-06,0.019259066,3.17E-11,6.34E-06,-0.54,1
-0.539,6.48E-06,0.019559091,3.24E-11,6.48E-06,-0.539,1
-0.538,6.63E-06,0.019859117,3.32E-11,6.63E-06,-0.538,1
-0.537,6.78E-06,0.020159142,3.39E-11,6.78E-06,-0.537,1
-0.536,6.92E-06,0.020459168,3.46E-11,6.92E-06,-0.536,1
-0.535,7.07E-06,0.020759193,3.53E-11,7.07E-06,-0.535,1
-0.534,7.21E-06,0.021059219,3.61E-11,7.21E-06,-0.534,1
-0.533,7.36E-06,0.021359244,3.68E-11,7.36E-06,-0.533,1
-0.532,7.51E-06,0.02165927,3.75E-11,7.51E-06,-0.532,1
-0.531,7.65E-06,0.021959295,3.83E-11,7.65E-06,-0.531,1
-0.53,7.80E-06,0.022259321,3.90E-11,7.80E-06,-0.53,1
-0.529,7.95E-06,0.022559346,3.97E-11,7.95E-06,-0.529,1
-0.528,8.09E-06,0.022859372,4.05E-11,8.09E-06,-0.528,1
-0.527,8.24E-06,0.023159397,4.12E-11,8.24E-06,-0.527,1
-0.526,8.38E-06,0.023459423,4.19E-11,8.38E-06,-0.526,1
-0.525,8.53E-06,0.023759448,4.27E-11,8.53E-06,-0.525,1
-0.524,8.68E-06,0.024059474,4.34E-11,8.68E-06,-0.524,1
-0.523,8.82E-06,0.024359499,4.41E-11,8.82E-06,-0.523,1
-0.522,8.97E-06,0.024659525,4.49E-11,8.97E-06,-0.522,1
-0.521,9.12E-06,0.02495955,4.56E-11,9.12E-06,-0.521,1
-0.52,9.26E-06,0.025259576,4.63E-11,9.26E-06,-0.52,1
-0.519,9.41E-06,0.025559601,4.71E-11,9.41E-06,-0.519,1
-0.518,9.55E-06,0.025859627,4.78E-11,9.55E-06,-0.518,1
-0.517,9.70E-06,0.026159653,4.85E-11,9.70E-06,-0.517,1
-0.516,9.85E-06,0.026459678,4.92E-11,9.85E-06,-0.516,1
-0.515,9.99E-06,0.026759704,5.00E-11,9.99E-06,-0.515,1
-0.514,1.01E-05,0.027059729,5.07E-11,1.01E-05,-0.514,1
-0.513,1.03E-05,0.027359755,5.14E-11,1.03E-05,-0.513,1
-0.512,1.04E-05,0.02765978,5.22E-11,1.04E-05,-0.512,1
-0.511,1.06E-05,0.027959806,5.29E-11,1.06E-05,-0.511,1
-0.51,1.07E-05,0.028259831,5.36E-11,1.07E-05,-0.51,1
-0.509,1.09E-05,0.028559857,5.44E-11,1.09E-05,-0.509,1
-0.508,1.10E-05,0.028859882,5.51E-11,1.10E-05,-0.508,1
-0.507,1.12E-05,0.029159908,5.58E-11,1.12E-05,-0.507,1
-0.506,1.13E-05,0.029459933,5.66E-11,1.13E-05,-0.506,1
-0.505,1.15E-05,0.029759959,5.73E-11,1.15E-05,-0.505,1
-0.504,1.16E-05,0.030059984,5.80E-11,1.16E-05,-0.504,1
-0.503,1.17E-05,0.03036001,5.88E-11,1.17E-05,-0.503,1
-0.502,1.19E-05,0.030660035,5.95E-11,1.19E-05,-0.502,1
-0.501,1.20E-05,0.030960061,6.02E-11,1.20E-05,-0.501,1
-0.5,1.22E-05,0.031260086,6.10E-11,1.22E-05,-0.5,1
-0.499,1.23E-05,0.031560112,6.17E-11,1.23E-05,-0.499,1
-0.498,1.25E-05,0.031860137,6.24E-11,1.25E-05,-0.498,1
-0.497,1.26E-05,0.032160163,6.31E-11,1.26E-05,-0.497,1
-0.496,1.28E-05,0.032460188,6.39E-11,1.28E-05,-0.496,1
-0.495,1.29E-05,0.032760214,6.46E-11,1.29E-05,-0.495,1
-0.494,1.31E-05,0.033060239,6.53E-11,1.31E-05,-0.494,1
-0.493,1.32E-05,0.033360265,6.61E-11,1.32E-05,-0.493,1
-0.492,1.34E-05,0.03366029,6.68E-11,1.34E-05,-0.492,1
-0.491,1.35E-05,0.033960316,6.75E-11,1.35E-05,-0.491,1
-0.49,1.37E-05,0.034260341,6.83E-11,1.37E-05,-0.49,1
-0.489,1.38E-05,0.034560367,6.90E-11,1.38E-05,-0.489,1
-0.488,1.39E-05,0.034860392,6.97E-11,1.39E-05,-0.488,1
-0.487,1.41E-05,0.035160418,7.05E-11,1.41E-05,-0.487,1
-0.486,1.42E-05,0.035460444,7.12E-11,1.42E-05,-0.486,1
-0.485,1.44E-05,0.035760469,7.19E-11,1.44E-05,-0.485,1
-0.484,1.45E-05,0.036060495,7.27E-11,1.45E-05,-0.484,1
-0.483,1.47E-05,0.03636052,7.34E-11,1.47E-05,-0.483,1
-0.482,1.48E-05,0.036660546,7.41E-11,1.48E-05,-0.482,1
-0.481,1.50E-05,0.036960571,7.49E-11,1.50E-05,-0.481,1
-0.48,1.51E-05,0.037260597,7.56E-11,1.51E-05,-0.48,1
-0.479,1.58E-05,0.037760721,7.88E-11,1.58E-05,-0.479,1
-0.478,1.64E-05,0.038260845,8.21E-11,1.64E-05,-0.478,1
-0.477,1.71E-05,0.038760969,8.53E-11,1.71E-05,-0.477,1
-0.476,1.77E-05,0.039261094,8.86E-11,1.77E-05,-0.476,1
-0.475,1.84E-05,0.039761218,9.18E-11,1.84E-05,-0.475,1
-0.474,1.90E-05,0.040261342,9.50E-11,1.90E-05,-0.474,1
-0.473,1.96E-05,0.040761467,9.83E-11,1.96E-05,-0.473,1
-0.472,2.03E-05,0.041261591,1.02E-10,2.03E-05,-0.472,1
-0.471,2.09E-05,0.041761715,1.05E-10,2.09E-05,-0.471,1
-0.47,2.16E-05,0.042261839,1.08E-10,2.16E-05,-0.47,1
-0.469,2.22E-05,0.042761964,1.11E-10,2.22E-05,-0.469,1
-0.468,2.29E-05,0.043262088,1.14E-10,2.29E-05,-0.468,1
-0.467,2.35E-05,0.043762212,1.18E-10,2.35E-05,-0.467,1
-0.466,2.42E-05,0.044262336,1.21E-10,2.42E-05,-0.466,1
-0.465,2.48E-05,0.044762461,1.24E-10,2.48E-05,-0.465,1
-0.464,2.55E-05,0.045262585,1.27E-10,2.55E-05,-0.464,1
-0.463,2.61E-05,0.045762709,1.31E-10,2.61E-05,-0.463,1
-0.462,2.68E-05,0.046262834,1.34E-10,2.68E-05,-0.462,1
-0.461,2.74E-05,0.046762958,1.37E-10,2.74E-05,-0.461,1
-0.46,2.81E-05,0.047263082,1.40E-10,2.81E-05,-0.46,1
-0.459,2.87E-05,0.047763206,1.44E-10,2.87E-05,-0.459,1
-0.458,2.94E-05,0.048263331,1.47E-10,2.94E-05,-0.458,1
-0.457,3.00E-05,0.048763455,1.50E-10,3.00E-05,-0.457,1
-0.456,3.07E-05,0.049263579,1.53E-10,3.07E-05,-0.456,1
-0.455,3.13E-05,0.049763703,1.57E-10,3.13E-05,-0.455,1
-0.454,3.19E-05,0.050263828,1.60E-10,3.19E-05,-0.454,1
-0.453,3.26E-05,0.050763952,1.63E-10,3.26E-05,-0.453,1
-0.452,3.32E-05,0.051264076,1.66E-10,3.32E-05,-0.452,1
-0.451,3.39E-05,0.051764201,1.70E-10,3.39E-05,-0.451,1
-0.45,3.45E-05,0.052264325,1.73E-10,3.45E-05,-0.45,1
-0.449,3.52E-05,0.052764449,1.76E-10,3.52E-05,-0.449,1
-0.448,3.58E-05,0.053264573,1.79E-10,3.58E-05,-0.448,1
-0.447,3.65E-05,0.053764698,1.83E-10,3.65E-05,-0.447,1
-0.446,3.71E-05,0.054264822,1.86E-10,3.71E-05,-0.446,1
-0.445,3.78E-05,0.054764946,1.89E-10,3.78E-05,-0.445,1
-0.444,3.84E-05,0.055265071,1.92E-10,3.84E-05,-0.444,1
-0.443,3.91E-05,0.055765195,1.96E-10,3.91E-05,-0.443,1
-0.442,3.97E-05,0.056265319,1.99E-10,3.97E-05,-0.442,1
-0.441,4.04E-05,0.056765443,2.02E-10,4.04E-05,-0.441,1
-0.44,4.10E-05,0.057265568,2.05E-10,4.10E-05,-0.44,1
-0.439,4.17E-05,0.057765692,2.09E-10,4.17E-05,-0.439,1
-0.438,4.23E-05,0.058265816,2.12E-10,4.23E-05,-0.438,1
-0.437,4.30E-05,0.05876594,2.15E-10,4.30E-05,-0.437,1
-0.436,4.36E-05,0.059266065,2.18E-10,4.36E-05,-0.436,1
-0.435,4.42E-05,0.059766189,2.21E-10,4.42E-05,-0.435,1
-0.434,4.49E-05,0.060266313,2.25E-10,4.49E-05,-0.434,1
-0.433,4.55E-05,0.060766438,2.28E-10,4.55E-05,-0.433,1
-0.432,4.62E-05,0.061266562,2.31E-10,4.62E-05,-0.432,1
-0.431,4.68E-05,0.061766686,2.34E-10,4.68E-05,-0.431,1
-0.43,4.75E-05,0.06226681,2.38E-10,4.75E-05,-0.43,1
-0.429,4.81E-05,0.062766935,2.41E-10,4.81E-05,-0.429,1
-0.428,4.88E-05,0.063267059,2.44E-10,4.88E-05,-0.428,1
-0.427,4.94E-05,0.063767183,2.47E-10,4.94E-05,-0.427,1
-0.426,5.01E-05,0.064267307,2.51E-10,5.01E-05,-0.426,1
-0.425,5.07E-05,0.064767432,2.54E-10,5.07E-05,-0.425,1
-0.424,5.14E-05,0.065267556,2.57E-10,5.14E-05,-0.424,1
-0.423,5.20E-05,0.06576768,2.60E-10,5.20E-05,-0.423,1
-0.422,5.27E-05,0.066267805,2.64E-10,5.27E-05,-0.422,1
-0.421,5.33E-05,0.066767929,2.67E-10,5.33E-05,-0.421,1
-0.42,5.40E-05,0.067268053,2.70E-10,5.40E-05,-0.42,1
-0.419,5.46E-05,0.067768177,2.73E-10,5.46E-05,-0.419,1
-0.418,5.53E-05,0.068268302,2.77E-10,5.53E-05,-0.418,1
-0.417,5.59E-05,0.068768426,2.80E-10,5.59E-05,-0.417,1
-0.416,5.66E-05,0.06926855,2.83E-10,5.66E-05,-0.416,1
-0.415,5.72E-05,0.069768675,2.86E-10,5.72E-05,-0.415,1
-0.414,5.78E-05,0.070268799,2.90E-10,5.78E-05,-0.414,1
-0.413,5.85E-05,0.070768923,2.93E-10,5.85E-05,-0.413,1
-0.412,5.91E-05,0.071269047,2.96E-10,5.91E-05,-0.412,1
-0.411,5.98E-05,0.071769172,2.99E-10,5.98E-05,-0.411,1
-0.41,6.04E-05,0.072269296,3.03E-10,6.04E-05,-0.41,1
-0.409,6.11E-05,0.07276942,3.06E-10,6.11E-05,-0.409,1
-0.408,6.17E-05,0.073269544,3.09E-10,6.17E-05,-0.408,1
-0.407,6.24E-05,0.073769669,3.12E-10,6.24E-05,-0.407,1
-0.406,6.30E-05,0.074269793,3.16E-10,6.30E-05,-0.406,1
-0.405,6.37E-05,0.074769917,3.19E-10,6.37E-05,-0.405,1
-0.404,6.43E-05,0.075270042,3.22E-10,6.43E-05,-0.404,1
-0.403,6.50E-05,0.075770166,3.25E-10,6.50E-05,-0.403,1
-0.402,6.56E-05,0.07627029,3.28E-10,6.56E-05,-0.402,1
-0.401,6.63E-05,0.076770414,3.32E-10,6.63E-05,-0.401,1
-0.4,6.69E-05,0.077270539,3.35E-10,6.69E-05,-0.4,1
-0.399,6.98E-05,0.077914536,3.49E-10,6.98E-05,-0.399,1
-0.398,7.26E-05,0.078558534,3.64E-10,7.26E-05,-0.398,1
-0.397,7.55E-05,0.079202532,3.78E-10,7.55E-05,-0.397,1
-0.396,7.83E-05,0.079846529,3.92E-10,7.83E-05,-0.396,1
-0.395,8.12E-05,0.080490527,4.07E-10,8.12E-05,-0.395,1
-0.394,8.40E-05,0.081134524,4.21E-10,8.40E-05,-0.394,1
-0.393,8.69E-05,0.081778522,4.35E-10,8.69E-05,-0.393,1
-0.392,8.97E-05,0.08242252,4.50E-10,8.97E-05,-0.392,1
-0.391,9.26E-05,0.083066517,4.64E-10,9.26E-05,-0.391,1
-0.39,9.54E-05,0.083710515,4.79E-10,9.54E-05,-0.39,1
-0.389,9.83E-05,0.084354512,4.93E-10,9.83E-05,-0.389,1
-0.388,0.000101136,0.08499851,5.07E-10,0.000101136,-0.388,1
-0.387,0.000103988,0.085642508,5.22E-10,0.000103988,-0.387,1
-0.386,0.00010684,0.086286505,5.36E-10,0.00010684,-0.386,1
-0.385,0.000109692,0.086930503,5.50E-10,0.000109692,-0.385,1
-0.384,0.000112544,0.087574501,5.65E-10,0.000112544,-0.384,1
-0.383,0.000115396,0.088218498,5.79E-10,0.000115396,-0.383,1
-0.382,0.000118248,0.088862496,5.93E-10,0.000118248,-0.382,1
-0.381,0.0001211,0.089506493,6.08E-10,0.0001211,-0.381,1
-0.38,0.000123952,0.090150491,6.22E-10,0.000123952,-0.38,1
-0.379,0.000126804,0.090794489,6.37E-10,0.000126804,-0.379,1
-0.378,0.000129656,0.091438486,6.51E-10,0.000129656,-0.378,1
-0.377,0.000132509,0.092082484,6.65E-10,0.000132509,-0.377,1
-0.376,0.000135361,0.092726482,6.80E-10,0.000135361,-0.376,1
-0.375,0.000138213,0.093370479,6.94E-10,0.000138213,-0.375,1
-0.374,0.000141065,0.094014477,7.08E-10,0.000141065,-0.374,1
-0.373,0.000143917,0.094658474,7.23E-10,0.000143917,-0.373,1
-0.372,0.000146769,0.095302472,7.37E-10,0.000146769,-0.372,1
-0.371,0.000149621,0.09594647,7.51E-10,0.000149621,-0.371,1
-0.37,0.000152473,0.096590467,7.66E-10,0.000152473,-0.37,1
-0.369,0.000155325,0.097234465,7.80E-10,0.000155325,-0.369,1
-0.368,0.000158177,0.097878463,7.94E-10,0.000158177,-0.368,1
-0.367,0.00016103,0.09852246,8.09E-10,0.00016103,-0.367,1
-0.366,0.000163882,0.099166458,8.23E-10,0.000163882,-0.366,1
-0.365,0.000166734,0.099810455,8.38E-10,0.000166734,-0.365,1
-0.364,0.000169586,0.100454453,8.52E-10,0.000169586,-0.364,1
-0.363,0.000172438,0.101098451,8.66E-10,0.000172438,-0.363,1
-0.362,0.00017529,0.101742448,8.81E-10,0.00017529,-0.362,1
-0.361,0.000178142,0.102386446,8.95E-10,0.000178142,-0.361,1
-0.36,0.000180994,0.103030444,9.09E-10,0.000180994,-0.36,1
-0.359,0.000183846,0.103674441,9.24E-10,0.000183846,-0.359,1
-0.358,0.000186698,0.104318439,9.38E-10,0.000186698,-0.358,1
-0.357,0.00018955,0.104962436,9.52E-10,0.00018955,-0.357,1
-0.356,0.000192403,0.105606434,9.67E-10,0.000192403,-0.356,1
-0.355,0.000195255,0.106250432,9.81E-10,0.000195255,-0.355,1
-0.354,0.000198107,0.106894429,9.95E-10,0.000198107,-0.354,1
-0.353,0.000200959,0.107538427,1.01E-09,0.000200959,-0.353,1
-0.352,0.000203811,0.108182424,1.02E-09,0.000203811,-0.352,1
-0.351,0.000206663,0.108826422,1.04E-09,0.000206663,-0.351,1
-0.35,0.000209515,0.10947042,1.05E-09,0.000209515,-0.35,1
-0.349,0.000212367,0.110114417,1.07E-09,0.000212367,-0.349,1
-0.348,0.000215219,0.110758415,1.08E-09,0.000215219,-0.348,1
-0.347,0.000218071,0.111402413,1.10E-09,0.000218071,-0.347,1
-0.346,0.000220924,0.11204641,1.11E-09,0.000220924,-0.346,1
-0.345,0.000223776,0.112690408,1.12E-09,0.000223776,-0.345,1
-0.344,0.000226628,0.113334405,1.14E-09,0.000226628,-0.344,1
-0.343,0.00022948,0.113978403,1.15E-09,0.00022948,-0.343,1
-0.342,0.000232332,0.114622401,1.17E-09,0.000232332,-0.342,1
-0.341,0.000235184,0.115266398,1.18E-09,0.000235184,-0.341,1
-0.34,0.000238036,0.115910396,1.20E-09,0.000238036,-0.34,1
-0.339,0.000240888,0.116554394,1.21E-09,0.000240888,-0.339,1
-0.338,0.00024374,0.117198391,1.23E-09,0.00024374,-0.338,1
-0.337,0.000246592,0.117842389,1.24E-09,0.000246592,-0.337,1
-0.336,0.000249444,0.118486386,1.25E-09,0.000249444,-0.336,1
-0.335,0.000252297,0.119130384,1.27E-09,0.000252297,-0.335,1
-0.334,0.000255149,0.119774382,1.28E-09,0.000255149,-0.334,1
-0.333,0.000258001,0.120418379,1.30E-09,0.000258001,-0.333,1
-0.332,0.000260853,0.121062377,1.31E-09,0.000260853,-0.332,1
-0.331,0.000263705,0.121706375,1.33E-09,0.000263705,-0.331,1
-0.33,0.000266557,0.122350372,1.34E-09,0.000266557,-0.33,1
-0.329,0.000269409,0.12299437,1.35E-09,0.000269409,-0.329,1
-0.328,0.000272261,0.123638367,1.37E-09,0.000272261,-0.328,1
-0.327,0.000275113,0.124282365,1.38E-09,0.000275113,-0.327,1
-0.326,0.000277965,0.124926363,1.40E-09,0.000277965,-0.326,1
-0.325,0.000280818,0.12557036,1.41E-09,0.000280818,-0.325,1
-0.324,0.00028367,0.126214358,1.43E-09,0.00028367,-0.324,1
-0.323,0.000286522,0.126858356,1.44E-09,0.000286522,-0.323,1
-0.322,0.000289374,0.127502353,1.45E-09,0.000289374,-0.322,1
-0.321,0.000292226,0.128146351,1.47E-09,0.000292226,-0.321,1
-0.32,0.000295078,0.128790348,1.48E-09,0.000295078,-0.32,1
-0.319,0.000307396,0.129522761,1.55E-09,0.000307396,-0.319,1
-0.318,0.000319714,0.130255173,1.61E-09,0.000319714,-0.318,1
-0.317,0.000332033,0.130987586,1.67E-09,0.000332033,-0.317,1
-0.316,0.000344351,0.131719999,1.74E-09,0.000344351,-0.316,1
-0.315,0.000356669,0.132452411,1.80E-09,0.000356669,-0.315,1
-0.314,0.000368987,0.133184824,1.86E-09,0.000368987,-0.314,1
-0.313,0.000381305,0.133917236,1.93E-09,0.000381305,-0.313,1
-0.312,0.000393624,0.134649649,1.99E-09,0.000393624,-0.312,1
-0.311,0.000405942,0.135382061,2.05E-09,0.000405942,-0.311,1
-0.31,0.00041826,0.136114474,2.12E-09,0.00041826,-0.31,1
-0.309,0.000430578,0.136846887,2.18E-09,0.000430578,-0.309,1
-0.308,0.000442896,0.137579299,2.25E-09,0.000442896,-0.308,1
-0.307,0.000455215,0.138311712,2.31E-09,0.000455215,-0.307,1
-0.306,0.000467533,0.139044124,2.37E-09,0.000467533,-0.306,1
-0.305,0.000479851,0.139776537,2.44E-09,0.000479851,-0.305,1
-0.304,0.000492169,0.140508949,2.50E-09,0.000492169,-0.304,1
-0.303,0.000504487,0.141241362,2.56E-09,0.000504487,-0.303,1
-0.302,0.000516805,0.141973774,2.63E-09,0.000516805,-0.302,1
-0.301,0.000529124,0.142706187,2.69E-09,0.000529124,-0.301,1
-0.3,0.000541442,0.1434386,2.75E-09,0.000541442,-0.3,1
-0.299,0.00055376,0.144171012,2.82E-09,0.00055376,-0.299,1
-0.298,0.000566078,0.144903425,2.88E-09,0.000566078,-0.298,1
-0.297,0.000578396,0.145635837,2.94E-09,0.000578396,-0.297,1
-0.296,0.000590715,0.14636825,3.01E-09,0.000590715,-0.296,1
-0.295,0.000603033,0.147100662,3.07E-09,0.000603033,-0.295,1
-0.294,0.000615351,0.147833075,3.13E-09,0.000615351,-0.294,1
-0.293,0.000627669,0.148565488,3.20E-09,0.000627669,-0.293,1
-0.292,0.000639987,0.1492979,3.26E-09,0.000639987,-0.292,1
-0.291,0.000652306,0.150030313,3.32E-09,0.000652306,-0.291,1
-0.29,0.000664624,0.150762725,3.39E-09,0.000664624,-0.29,1
-0.289,0.000676942,0.151495138,3.45E-09,0.000676942,-0.289,1
-0.288,0.00068926,0.15222755,3.51E-09,0.00068926,-0.288,1
-0.287,0.000701578,0.152959963,3.58E-09,0.000701578,-0.287,1
-0.286,0.000713897,0.153692375,3.64E-09,0.000713897,-0.286,1
-0.285,0.000726215,0.154424788,3.70E-09,0.000726215,-0.285,1
-0.284,0.000738533,0.155157201,3.77E-09,0.000738533,-0.284,1
-0.283,0.000750851,0.155889613,3.83E-09,0.000750851,-0.283,1
-0.282,0.000763169,0.156622026,3.89E-09,0.000763169,-0.282,1
-0.281,0.000775487,0.157354438,3.96E-09,0.000775487,-0.281,1
-0.28,0.000787806,0.158086851,4.02E-09,0.000787806,-0.28,1
-0.279,0.000800124,0.158819263,4.09E-09,0.000800124,-0.279,1
-0.278,0.000812442,0.159551676,4.15E-09,0.000812442,-0.278,1
-0.277,0.00082476,0.160284088,4.21E-09,0.00082476,-0.277,1
-0.276,0.000837078,0.161016501,4.28E-09,0.000837078,-0.276,1
-0.275,0.000849397,0.161748914,4.34E-09,0.000849397,-0.275,1
-0.274,0.000861715,0.162481326,4.40E-09,0.000861715,-0.274,1
-0.273,0.000874033,0.163213739,4.47E-09,0.000874033,-0.273,1
-0.272,0.000886351,0.163946151,4.53E-09,0.000886351,-0.272,1
-0.271,0.000898669,0.164678564,4.59E-09,0.000898669,-0.271,1
-0.27,0.000910988,0.165410976,4.66E-09,0.000910988,-0.27,1
-0.269,0.000923306,0.166143389,4.72E-09,0.000923306,-0.269,1
-0.268,0.000935624,0.166875802,4.78E-09,0.000935624,-0.268,1
-0.267,0.000947942,0.167608214,4.85E-09,0.000947942,-0.267,1
-0.266,0.00096026,0.168340627,4.91E-09,0.00096026,-0.266,1
-0.265,0.000972579,0.169073039,4.97E-09,0.000972579,-0.265,1
-0.264,0.000984897,0.169805452,5.04E-09,0.000984897,-0.264,1
-0.263,0.000997215,0.170537864,5.10E-09,0.000997215,-0.263,1
-0.262,0.001009533,0.171270277,5.16E-09,0.001009533,-0.262,1
-0.261,0.001021851,0.172002689,5.23E-09,0.001021851,-0.261,1
-0.26,0.001034169,0.172735102,5.29E-09,0.001034169,-0.26,1
-0.259,0.001046488,0.173467515,5.35E-09,0.001046488,-0.259,1
-0.258,0.001058806,0.174199927,5.42E-09,0.001058806,-0.258,1
-0.257,0.001071124,0.17493234,5.48E-09,0.001071124,-0.257,1
-0.256,0.001083442,0.175664752,5.54E-09,0.001083442,-0.256,1
-0.255,0.00109576,0.176397165,5.61E-09,0.00109576,-0.255,1
-0.254,0.001108079,0.177129577,5.67E-09,0.001108079,-0.254,1
-0.253,0.001120397,0.17786199,5.74E-09,0.001120397,-0.253,1
-0.252,0.001132715,0.178594403,5.80E-09,0.001132715,-0.252,1
-0.251,0.001145033,0.179326815,5.86E-09,0.001145033,-0.251,1
-0.25,0.001157351,0.180059228,5.93E-09,0.001157351,-0.25,1
-0.249,0.00116967,0.18079164,5.99E-09,0.00116967,-0.249,1
-0.248,0.001181988,0.181524053,6.05E-09,0.001181988,-0.248,1
-0.247,0.001194306,0.182256465,6.12E-09,0.001194306,-0.247,1
-0.246,0.001206624,0.182988878,6.18E-09,0.001206624,-0.246,1
-0.245,0.001218942,0.18372129,6.24E-09,0.001218942,-0.245,1
-0.244,0.001231261,0.184453703,6.31E-09,0.001231261,-0.244,1
-0.243,0.001243579,0.185186116,6.37E-09,0.001243579,-0.243,1
